7	1.3575	1.4068	1.4825	1.2055	1.457905888557434 1.206658124923706 1.4478663206100464 1.2076587677001953 1.378530502319336 1.4350249767303467 1.436492919921875 1.3166991472244263 1.2055480480194092 1.4825220108032227
6	1.2531	1.2570	1.5778	0.9747	1.3791581392288208 1.0727392435073853 0.9747340083122253 1.2678537368774414 1.5777525901794434 1.2461862564086914
16	1.4561	1.4765	1.7643	0.7963	1.3916605710983276 1.6020325422286987 1.4446771144866943 1.3678072690963745 1.5552345514297485 1.2391412258148193 1.5044806003570557 1.3524346351623535 1.6508734226226807 1.3719533681869507 1.5737813711166382 1.4325087070465088 1.3954904079437256 1.4800221920013428 1.4011355638504028 1.5948609113693237 1.099614143371582 1.4898324012756348 1.1242642402648926 1.6826894283294678 1.5838929414749146 1.4765442609786987 1.6403859853744507 1.4730019569396973 1.53757905960083 1.2134997844696045 1.6091567277908325 1.4290771484375 1.5637120008468628 1.549858570098877 1.4157918691635132 1.340011715888977 1.5630574226379395 1.4843668937683105 1.5997488498687744 1.3692556619644165 1.3951236009597778 1.3302785158157349 1.7643041610717773 1.3218512535095215 1.5365668535232544 1.6482502222061157 1.4982212781906128 1.4027774333953857 1.5123240947723389 1.557716727256775 1.3303033113479614 1.4420206546783447 1.290336012840271 1.558950662612915 1.5669926404953003 1.6491265296936035 1.403970718383789 0.7963030338287354 1.475569486618042
6	1.5184	1.5250	1.6524	1.3047	1.6325459480285645 1.5708961486816406 1.6524213552474976 1.47098708152771 1.4790174961090088 1.3046863079071045
8	1.4119	1.4156	1.8269	1.0017	1.3750088214874268 1.8269177675247192 1.672081708908081 1.3524346351623535 1.487302541732788 1.49455726146698 1.415614366531372 1.0017035007476807 1.3459200859069824 1.3723748922348022 1.4281587600708008 1.4418458938598633 1.5453824996948242 1.1497502326965332 1.2689123153686523
9	1.5292	1.5443	1.8438	1.1566	1.8437591791152954 1.5298733711242676 1.5653783082962036 1.3967984914779663 1.5522485971450806 1.5673238039016724 1.6101100444793701 1.5362986326217651 1.1565699577331543 1.5333606004714966
12	1.3599	1.3449	1.9461	0.8690	1.5106425285339355 1.278005599975586 1.3973612785339355 1.3928372859954834 0.8689953088760376 1.3704732656478882 1.0727392435073853 1.9460681676864624 1.5573362112045288 1.4934102296829224 1.7265710830688477 0.8919376730918884 1.3665379285812378 1.137032151222229 1.2975516319274902 1.1641637086868286 1.8762620687484741 1.369367241859436 1.1395888328552246 1.2862768173217773 1.4825774431228638 1.2055480480194092 1.3232593536376953 1.5661170482635498 1.2917217016220093 1.6151800155639648 1.1797984838485718 1.2689123153686523
6	1.4364	1.4102	1.6130	1.3456	1.457948923110962 1.4013726711273193 1.3455753326416016 1.6130216121673584 1.3811842203140259 1.4190629720687866
6	1.4908	1.3928	1.7798	1.2997	1.7797861099243164 1.3927701711654663 1.2997355461120605
6	1.4908	1.3928	1.7798	1.2997	1.7797861099243164 1.3927701711654663 1.2997355461120605
8	1.5809	1.6077	1.8921	1.3803	1.6558828353881836 1.6099426746368408 1.8920621871948242 1.399287462234497 1.6056991815567017 1.3803132772445679 1.3940503597259521 1.6096374988555908 1.5063081979751587 1.7559107542037964
6	1.4281	1.4051	1.6222	1.2466	1.2466493844985962 1.3360533714294434 1.6222270727157593 1.3284225463867188 1.4742019176483154 1.560937523841858
11	1.3340	1.3611	1.6479	0.9292	1.1765480041503906 1.217110276222229 1.6099165678024292 1.3192646503448486 1.5599697828292847 1.3704732656478882 1.0727392435073853 1.0336151123046875 1.384404182434082 1.6478739976882935 1.4987503290176392 1.3708046674728394 1.4696930646896362 1.325901746749878 1.375781536102295 1.605299711227417 1.1736531257629395 1.3481467962265015 1.3459200859069824 1.0017035007476807 0.9292171001434326 1.5496015548706055 1.4946414232254028 1.5766345262527466 1.5245673656463623 1.6208281517028809 1.3588221073150635 1.3633350133895874 1.0521748065948486 1.0528794527053833 1.161184310913086 1.3302785158157349 1.4551148414611816 1.2689123153686523 1.3933136463165283 0.9844610095024109
5	1.4387	1.4513	1.5353	1.3296	1.5353386402130127 1.3295857906341553 1.4513049125671387
15	1.3967	1.3359	1.7798	1.0856	1.4506497383117676 1.3196544647216797 1.5938000679016113 1.5419901609420776 1.3678072690963745 1.6113014221191406 1.6710453033447266 1.5398364067077637 1.3524346351623535 1.3358969688415527 1.5052204132080078 1.7396440505981445 1.3089708089828491 1.7733596563339233 1.4578684568405151 1.538440227508545 1.513967514038086 1.316563606262207 1.3321232795715332 1.3220620155334473 1.2800534963607788 1.2144910097122192 1.3354442119598389 1.1082861423492432 1.313225269317627 1.6438980102539062 1.1102664470672607 1.2472198009490967 1.2909824848175049 1.2544126510620117 1.6287158727645874 1.0855737924575806 1.4164421558380127 1.4122114181518555 1.1495730876922607 1.7797861099243164 1.4934266805648804 1.3927701711654663 1.3302785158157349 1.3025970458984375 1.2997355461120605 1.282029151916504 1.371251106262207 1.222743034362793 1.2925331592559814
9	1.5001	1.4865	1.8921	1.1901	1.4770903587341309 1.8920621871948242 1.3967984914779663 1.5862226486206055 1.5294280052185059 1.473719835281372 1.1900527477264404 1.575749158859253 1.6039844751358032 1.5680636167526245 1.3218802213668823 1.6196601390838623 1.4025557041168213 1.4865056276321411 1.3772951364517212
5	1.4387	1.4513	1.5353	1.3296	1.5353386402130127 1.3295857906341553 1.4513049125671387
6	1.5520	1.5997	1.6082	1.4482	1.5996955633163452 1.4481552839279175 1.6082243919372559
8	1.5313	1.5656	1.7111	1.2678	1.7110555171966553 1.427707552909851 1.6384892463684082 1.3823857307434082 1.2678107023239136 1.5655572414398193 1.5968248844146729 1.6942476034164429 1.690584421157837 1.4926397800445557 1.5104471445083618 1.3450007438659668 1.588789701461792 1.6025980710983276 1.454952597618103
4	1.3785	1.3785	1.3785	1.3785	1.378530502319336
16	1.4731	1.5066	1.7450	0.9992	1.5663034915924072 1.4459532499313354 1.3670964241027832 1.5332800149917603 1.5074608325958252 1.3678072690963745 1.4795899391174316 1.5974167585372925 1.4609293937683105 1.3524346351623535 1.1537212133407593 1.4730603694915771 1.7222909927368164 1.2608387470245361 1.5232059955596924 1.6008355617523193 1.5337334871292114 1.324304461479187 1.6719144582748413 1.4255037307739258 1.5230340957641602 1.3233870267868042 1.2670798301696777 1.5711371898651123 1.1759061813354492 1.598387360572815 1.3848183155059814 1.5957717895507812 0.999207079410553 1.2965655326843262 1.6515522003173828 1.510247826576233 1.2876102924346924 1.6418447494506836 1.6079145669937134 1.6529567241668701 1.4035379886627197 1.2858974933624268 1.577811360359192 1.331710696220398 1.7038466930389404 1.393017292022705 1.3607991933822632 1.3185067176818848 1.3709650039672852 1.5307708978652954 1.5281436443328857 1.6640076637268066 1.5547661781311035 1.7191568613052368 1.517073392868042 1.5881307125091553 1.4996099472045898 1.5056875944137573 1.3302785158157349 1.2633442878723145 1.6766045093536377 1.6299717426300049 1.6200181245803833 1.3968886137008667 1.7408289909362793 1.1946511268615723 1.7450369596481323 1.6690839529037476 1.1900527477264404 1.460761547088623
16	1.4578	1.4558	1.8921	1.0564	1.4352459907531738 1.3358969688415527 1.654963731765747 1.3089708089828491 1.714097261428833 1.7609184980392456 1.513967514038086 1.0986852645874023 1.5003671646118164 1.6090319156646729 1.4418385028839111 1.8920621871948242 1.6749190092086792 1.5160874128341675 1.3448548316955566 1.3183236122131348 1.3220620155334473 1.6060582399368286 1.3747904300689697 1.1082861423492432 1.2052810192108154 1.5599697828292847 1.3770390748977661 1.0564420223236084 1.0727392435073853 1.6470365524291992 1.5785971879959106 1.4996099472045898 1.3302785158157349 1.424829125404358 1.3979320526123047 1.469836711883545 1.7967548370361328 1.1946511268615723 1.7619081735610962 1.5756938457489014
8	1.5392	1.5600	1.7307	1.3592	1.730705976486206 1.3973612785339355 1.5599697828292847 1.644506573677063 1.654708743095398 1.5590041875839233 1.5056875944137573 1.5610673427581787 1.447420358657837 1.3592097759246826 1.5693550109863281 1.600549340248108 1.6104164123535156 1.4111812114715576 1.4769850969314575
11	1.4325	1.4359	1.6439	1.1106	1.5663034915924072 1.5311863422393799 1.5938000679016113 1.4880751371383667 1.3678072690963745 1.3916605710983276 1.4115567207336426 1.4890141487121582 1.3206132650375366 1.5173141956329346 1.6008355617523193 1.474260926246643 1.3690155744552612 1.2622451782226562 1.544624924659729 1.3934940099716187 1.1106102466583252 1.4086575508117676 1.5077590942382812 1.6438980102539062 1.251507043838501 1.3477840423583984 1.5971494913101196 1.5236231088638306 1.1569318771362305 1.3954904079437256 1.4602688550949097 1.3838359117507935
16	1.4611	1.4860	1.9448	0.9992	1.4615834951400757 1.4984793663024902 1.6007859706878662 1.4304499626159668 1.5829702615737915 1.5118845701217651 1.566949725151062 1.4459532499313354 1.4526240825653076 1.5166523456573486 1.3524346351623535 1.354030966758728 1.944837212562561 1.7735424041748047 1.5097405910491943 1.0283262729644775 1.795283317565918 1.4304918050765991 1.3909498453140259 1.135122299194336 1.5634371042251587 1.369367241859436 1.1529723405838013 1.4221868515014648 1.670069932937622 1.7778948545455933 1.0797600746154785 1.5563342571258545 1.3959975242614746 1.5183689594268799 1.6002676486968994 1.4572266340255737 1.4449411630630493 1.70857572555542 1.6285851001739502 1.482381820678711 1.597012996673584 1.5152950286865234 1.5674015283584595 1.6683974266052246 1.5284751653671265 1.5901981592178345 1.609867811203003 1.6027076244354248 1.669292688369751 1.67928147315979 1.3993752002716064 1.4897167682647705 1.5686604976654053 1.4148445129394531 1.5820924043655396 1.5367070436477661 1.5392364263534546 1.2629810571670532 1.4990547895431519 1.4769102334976196 1.2736221551895142 1.5578068494796753 1.318422794342041 1.1669471263885498 1.5792607069015503 1.2733088731765747 1.328847885131836 1.3495663404464722 1.4662617444992065 1.5655646324157715 1.3918471336364746 1.4198397397994995 1.2151285409927368 1.4679396152496338 0.999207079410553 1.214091420173645 1.554728627204895 1.211167573928833 1.0525386333465576 1.5835866928100586 1.425625205039978 1.1411830186843872
9	1.4726	1.4867	1.6600	1.2462	1.5653290748596191 1.5263848304748535 1.460761547088623 1.6600463390350342 1.5127146244049072 1.2678537368774414 1.5777525901794434 1.454908013343811 1.4537962675094604 1.2461862564086914
7	1.5332	1.5483	1.5788	1.4288	1.5788331031799316 1.5540822744369507 1.5425245761871338 1.526702642440796 1.4287701845169067 1.5684032440185547
6	1.4892	1.4752	1.6160	1.3481	1.605299711227417 1.3481467962265015 1.415614366531372 1.4946414232254028 1.4556931257247925 1.616021990776062
6	1.5203	1.4930	1.6839	1.4304	1.4304499626159668 1.5250712633132935 1.4609293937683105 1.683891773223877 1.4504363536834717 1.570805549621582
11	1.3856	1.3981	1.6895	0.7963	1.519761562347412 1.6895415782928467 1.4921098947525024 1.5298733711242676 1.5160874128341675 1.3967984914779663 1.53175950050354 1.3994959592819214 1.3256155252456665 1.341423749923706 0.7963029146194458 1.4326659440994263 1.3900880813598633 1.6251660585403442 1.378530502319336 1.436492919921875 1.6025980710983276 1.515271544456482 1.360841155052185 1.2394627332687378 1.4649699926376343 1.0281009674072266 1.2055480480194092 1.1565699577331543 1.2643945217132568 1.460761547088623 1.3131425380706787 1.3844475746154785
7	1.5093	1.4938	1.6935	1.2567	1.256743311882019 1.6934545040130615 1.4167349338531494 1.5608938932418823 1.6386138200759888 1.5110000371932983 1.4765491485595703 1.6236016750335693 1.4550358057022095 1.4601203203201294
17	1.4141	1.4431	1.7766	0.7963	1.5003671646118164 1.399287462234497 1.4490361213684082 1.6090319156646729 1.6895415782928467 1.5160874128341675 1.4418385028839111 1.5162678956985474 1.5881296396255493 1.5536799430847168 1.519761562347412 0.9690997004508972 1.138903021812439 1.3183236122131348 1.6384892463684082 1.1082861423492432 1.3220620155334473 1.5656139850616455 1.353277564048767 1.1437910795211792 1.2747360467910767 1.4343559741973877 1.6630897521972656 1.7765543460845947 1.426889419555664 1.3390231132507324 1.41295325756073 1.4695026874542236 1.453033208847046 1.520237922668457 1.2633752822875977 1.5161240100860596 1.0783283710479736 1.3778256177902222 1.5202113389968872 1.445022702217102 1.2901942729949951 1.2737637758255005 1.3995665311813354 1.0727392435073853 1.5599697828292847 1.6632755994796753 1.2953373193740845 1.1068114042282104 1.2262078523635864 1.436492919921875 1.6130216121673584 1.519054889678955 1.4350249767303467 1.47098708152771 1.3994959592819214 1.3302785158157349 1.592942237854004 1.4825220108032227 1.1472322940826416 0.7963030338287354 1.4443435668945312 1.6754491329193115 1.5608141422271729 1.3218512535095215 1.6058077812194824 1.549547553062439 1.631295084953308 1.3067114353179932 1.481000304222107 1.3284225463867188
5	1.4139	1.4139	1.4139	1.4139	1.4139419794082642
14	1.4103	1.3671	1.7949	1.0727	1.20047926902771 1.5599697828292847 1.3973612785339355 1.272011160850525 1.3568382263183594 1.2463124990463257 1.0727392435073853 1.761744499206543 1.3934940099716187 1.359129548072815 1.2266218662261963 1.65544593334198 1.2374221086502075 1.1289093494415283 1.5951868295669556 1.3592097759246826 1.3515814542770386 1.616021990776062 1.374972939491272 1.3302785158157349 1.5259573459625244 1.2800819873809814 1.4692702293395996 1.1211636066436768 1.2055480480194092 1.6718717813491821 1.5422377586364746 1.2627878189086914 1.116046667098999 1.6780545711517334 1.4386296272277832 1.5453824996948242 1.7948970794677734 1.211167573928833 1.7447905540466309 1.6689115762710571
6	1.5752	1.5385	1.8491	1.4607	1.5390986204147339 1.4803215265274048 1.5378550291061401 1.4606844186782837 1.8491328954696655 1.5841789245605469
9	1.5019	1.5260	1.8771	1.1155	1.4946993589401245 1.6596873998641968 1.3678072690963745 1.5519613027572632 1.3524346351623535 1.5560023784637451 1.2638357877731323 1.561633586883545 1.2046478986740112 1.1155331134796143 1.8770766258239746 1.7315301895141602 1.3709347248077393 1.5033284425735474 1.8128728866577148 1.6129010915756226 1.3302785158157349 1.5259573459625244 1.3687509298324585 1.60881507396698 1.6689115762710571
16	1.3735	1.4252	1.6335	0.7565	1.6335227489471436 1.397412896156311 1.5169609785079956 1.5354328155517578 1.5021499395370483 1.5494171380996704 1.4092748165130615 1.5303596258163452 1.448377251625061 1.6068508625030518 1.311769962310791 1.4795610904693604 1.4252214431762695 1.4216623306274414 1.436492919921875 1.3994959592819214 1.5453481674194336 1.3976075649261475 1.3232593536376953 1.4609050750732422 1.4288344383239746 1.2917217016220093 1.4512768983840942 0.9139652848243713 1.5651189088821411 1.6109412908554077 1.471476674079895 1.2678537368774414 1.1774078607559204 1.2750341892242432 0.7564861178398132 1.530240774154663 1.1797984838485718 1.3134149312973022 1.1457496881484985 1.555795431137085 1.282029151916504 1.345585823059082 1.318015456199646 1.4851806163787842 1.4502925872802734 1.4467039108276367 0.7963030338287354 1.1411830186843872 1.2755615711212158
6	1.3613	1.3629	1.5600	1.2433	1.5599697828292847 1.2432801723480225 1.2463124990463257 1.3927701711654663 1.374972939491272 1.350728154182434
4	1.3792	1.3792	1.3792	1.3792	1.3791581392288208
8	1.4994	1.5299	1.8921	1.1566	1.6895415782928467 1.5298733711242676 1.8920621871948242 1.3967984914779663 1.6554088592529297 1.378530502319336 1.1566426753997803 1.6025980710983276 1.4700599908828735 1.5357481241226196 1.1565699577331543 1.277366042137146 1.5680636167526245 1.5209722518920898 1.6600463390350342
10	1.3608	1.3884	1.6773	1.0004	1.5033069849014282 1.5599697828292847 1.000359296798706 1.0727392435073853 1.4941555261611938 1.3788379430770874 1.3980282545089722 1.6772860288619995 1.3302785158157349 1.1932806968688965
11	1.3938	1.4132	1.6130	0.9549	1.4788872003555298 1.1055679321289062 1.4501500129699707 1.4739514589309692 1.3678072690963745 1.4876291751861572 1.4902348518371582 1.4614602327346802 1.3444972038269043 1.3797316551208496 1.3678807020187378 1.5614718198776245 1.3941051959991455 1.359153389930725 1.5736936330795288 1.4767974615097046 1.1647741794586182 1.2676142454147339 1.28883957862854 1.3360533714294434 1.334678292274475 1.4147937297821045 1.6130216121673584 1.5610438585281372 1.47098708152771 1.552173137664795 1.4169628620147705 1.3713306188583374 0.9549116492271423 1.4115111827850342 1.2519959211349487 1.5608141422271729 1.29532790184021 1.4306893348693848 1.2786865234375 1.426358699798584
6	1.4383	1.4382	1.6821	1.2689	1.4263584613800049 1.6820693016052246 1.5183063745498657 1.4499751329421997 1.2839618921279907 1.2689123153686523
7	1.4576	1.5002	1.5405	1.2493	1.4235012531280518 1.5319457054138184 1.5274039506912231 1.4730017185211182 1.2493312358856201 1.5404590368270874
6	1.5752	1.5385	1.8491	1.4607	1.5390986204147339 1.4803215265274048 1.5378550291061401 1.4606844186782837 1.8491328954696655 1.5841789245605469
11	1.4274	1.4571	1.7334	1.0243	1.3952423334121704 1.0996989011764526 1.4110029935836792 1.1061723232269287 1.3503597974777222 1.2022573947906494 1.5504945516586304 1.5482102632522583 1.4345816373825073 1.5573362112045288 1.0243463516235352 1.7265710830688477 1.5857136249542236 1.633915901184082 1.0329298973083496 1.2570459842681885 1.3363087177276611 1.5879216194152832 1.378530502319336 1.6130216121673584 1.4795610904693604 1.6309270858764648 1.3592097759246826 1.2862768173217773 1.48650062084198 1.7334319353103638 1.5892122983932495 1.5691003799438477
10	1.5041	1.5125	1.7573	1.2462	1.2925331592559814 1.460761547088623 1.2461862564086914 1.6272529363632202 1.56416916847229 1.2664686441421509 1.7368873357772827 1.6600463390350342 1.429578185081482 1.7573069334030151
16	1.5077	1.5151	1.7638	1.1901	1.5419671535491943 1.3089708089828491 1.338555097579956 1.6502646207809448 1.5051838159561157 1.3025723695755005 1.582092046737671 1.443930983543396 1.221925139427185 1.513967514038086 1.5861936807632446 1.4871418476104736 1.6254496574401855 1.6758873462677002 1.5595097541809082 1.6209291219711304 1.5357016324996948 1.5104731321334839 1.543595552444458 1.509641170501709 1.7102196216583252 1.5056875944137573 1.6836174726486206 1.5034185647964478 1.4853209257125854 1.468603491783142 1.4825519323349 1.2633442878723145 1.3302785158157349 1.5597267150878906 1.4721013307571411 1.5212030410766602 1.4549293518066406 1.710248351097107 1.7638365030288696 1.1900527477264404 1.6690839529037476 1.5823609828948975 1.493902564048767 1.516532301902771 1.5148062705993652 1.553948163986206 1.6149027347564697 1.6735079288482666 1.5547856092453003 1.3896872997283936 1.4589763879776 1.3416184186935425 1.535636305809021 1.3269293308258057 1.690908670425415 1.5478391647338867 1.596242070198059 1.3399063348770142 1.5795001983642578 1.5449551343917847 1.4556819200515747 1.4442981481552124 1.3918471336364746 1.5605392456054688 1.5153684616088867 1.2584960460662842 1.666703701019287 1.460761547088623 1.429578185081482 1.6272529363632202
17	1.4613	1.4859	1.7428	0.7963	1.3670964241027832 1.4557890892028809 1.4501500129699707 1.3968238830566406 1.5423598289489746 1.4909839630126953 1.4526240825653076 1.5398364067077637 1.5648669004440308 1.5557903051376343 1.3524346351623535 1.3719533681869507 1.4633771181106567 1.742762565612793 1.5662540197372437 1.37722909450531 1.5926227569580078 1.5193122625350952 1.5661332607269287 1.5011417865753174 1.574442744255066 1.4035379886627197 1.4750535488128662 1.641140341758728 1.471251368522644 1.5529329776763916 1.5200167894363403 1.4633427858352661 1.5929867029190063 1.3856747150421143 1.4320402145385742 1.5184820890426636 1.5037174224853516 1.5729573965072632 1.5986998081207275 1.2147488594055176 1.4237555265426636 1.4154025316238403 1.6059387922286987 1.5542271137237549 1.436492919921875 1.3994959592819214 1.4975652694702148 1.5476130247116089 1.4999115467071533 1.5129334926605225 1.531456470489502 1.515964150428772 1.4265820980072021 1.4141652584075928 1.6959859132766724 1.3478975296020508 1.532058835029602 1.3304890394210815 1.5409765243530273 1.4221405982971191 1.5844868421554565 1.5252701044082642 1.127730369567871 1.487663984298706 1.4841749668121338 1.3101940155029297 1.1490286588668823 1.350728154182434 1.4516205787658691 1.5431078672409058 1.211167573928833 1.361879825592041 1.4736214876174927 1.4916220903396606 1.2925331592559814 1.1997101306915283 1.4059486389160156 1.476576805114746 1.5979623794555664 1.6085671186447144 1.6098644733428955 0.7963030338287354
