local & tfidf & freq & wst & fstx & 200d & sick_trial & sum & cosine & 0.71523
local & tfidf & freq & wst & fstx & 200d & sick_trial & avg & cosine & 0.71523
local & tfidf & sublinear & wst & fstx & 200d & sick_trial & sum & cosine & 0.71514
local & tfidf & sublinear & wst & fstx & 200d & sick_trial & avg & cosine & 0.71514
local & tfidf & binary & wst & fstx & 200d & sick_trial & sum & cosine & 0.71480
local & tfidf & binary & wst & fstx & 200d & sick_trial & avg & cosine & 0.71480
local & idf & sublinear & wst & fstx & 200d & sick_trial & sum & cosine & 0.71480
local & idf & sublinear & wst & fstx & 200d & sick_trial & avg & cosine & 0.71480
local & idf & freq & wst & fstx & 200d & sick_trial & sum & cosine & 0.71480
local & idf & freq & wst & fstx & 200d & sick_trial & avg & cosine & 0.71480
local & idf & binary & wst & fstx & 200d & sick_trial & sum & cosine & 0.71480
local & idf & binary & wst & fstx & 200d & sick_trial & avg & cosine & 0.71480
local & tfidf & freq & wst & w2v & 200d & sick_trial & sum & cosine & 0.70897
local & tfidf & freq & wst & w2v & 200d & sick_trial & avg & cosine & 0.70897
local & tfidf & sublinear & wst & w2v & 200d & sick_trial & sum & cosine & 0.70872
local & tfidf & sublinear & wst & w2v & 200d & sick_trial & avg & cosine & 0.70872
local & tfidf & freq & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70834
local & tfidf & freq & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70834
local & tfidf & sublinear & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70808
local & tfidf & sublinear & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70808
local & tfidf & freq & wst & fstx & 300d & sick_trial & sum & cosine & 0.70800
local & tfidf & freq & wst & fstx & 300d & sick_trial & avg & cosine & 0.70800
local & tfidf & binary & wst & w2v & 200d & sick_trial & sum & cosine & 0.70793
local & tfidf & binary & wst & w2v & 200d & sick_trial & avg & cosine & 0.70793
local & idf & sublinear & wst & w2v & 200d & sick_trial & sum & cosine & 0.70793
local & idf & sublinear & wst & w2v & 200d & sick_trial & avg & cosine & 0.70793
local & idf & freq & wst & w2v & 200d & sick_trial & sum & cosine & 0.70793
local & idf & freq & wst & w2v & 200d & sick_trial & avg & cosine & 0.70793
local & idf & binary & wst & w2v & 200d & sick_trial & sum & cosine & 0.70793
local & idf & binary & wst & w2v & 200d & sick_trial & avg & cosine & 0.70793
local & tfidf & sublinear & wst & fstx & 300d & sick_trial & sum & cosine & 0.70777
local & tfidf & sublinear & wst & fstx & 300d & sick_trial & avg & cosine & 0.70777
local & tfidf & freq & wst & w2v & 500d & sick_trial & sum & cosine & 0.70739
local & tfidf & freq & wst & w2v & 500d & sick_trial & avg & cosine & 0.70739
local & tfidf & sublinear & wst & w2v & 500d & sick_trial & sum & cosine & 0.70719
local & tfidf & sublinear & wst & w2v & 500d & sick_trial & avg & cosine & 0.70719
local & tfidf & binary & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70714
local & tfidf & binary & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70714
local & idf & sublinear & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70714
local & idf & sublinear & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70714
local & idf & freq & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70714
local & idf & freq & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70714
local & idf & binary & wst & w2v & 1000d & sick_trial & sum & cosine & 0.70714
local & idf & binary & wst & w2v & 1000d & sick_trial & avg & cosine & 0.70714
local & tfidf & binary & wst & fstx & 300d & sick_trial & sum & cosine & 0.70701
local & tfidf & binary & wst & fstx & 300d & sick_trial & avg & cosine & 0.70701
local & idf & sublinear & wst & fstx & 300d & sick_trial & sum & cosine & 0.70701
local & idf & sublinear & wst & fstx & 300d & sick_trial & avg & cosine & 0.70701
local & idf & freq & wst & fstx & 300d & sick_trial & sum & cosine & 0.70701
local & idf & freq & wst & fstx & 300d & sick_trial & avg & cosine & 0.70701
local & idf & binary & wst & fstx & 300d & sick_trial & sum & cosine & 0.70701
local & idf & binary & wst & fstx & 300d & sick_trial & avg & cosine & 0.70701
local & tfidf & binary & wst & w2v & 500d & sick_trial & sum & cosine & 0.70631
local & tfidf & binary & wst & w2v & 500d & sick_trial & avg & cosine & 0.70631
local & idf & sublinear & wst & w2v & 500d & sick_trial & sum & cosine & 0.70631
local & idf & sublinear & wst & w2v & 500d & sick_trial & avg & cosine & 0.70631
local & idf & freq & wst & w2v & 500d & sick_trial & sum & cosine & 0.70631
local & idf & freq & wst & w2v & 500d & sick_trial & avg & cosine & 0.70631
local & idf & binary & wst & w2v & 500d & sick_trial & sum & cosine & 0.70631
local & idf & binary & wst & w2v & 500d & sick_trial & avg & cosine & 0.70631
local & tfidf & binary & ost & fstx & 200d & sick_trial & sum & cosine & 0.70310
local & tfidf & binary & ost & fstx & 200d & sick_trial & avg & cosine & 0.70310
local & idf & sublinear & ost & fstx & 200d & sick_trial & sum & cosine & 0.70310
local & idf & sublinear & ost & fstx & 200d & sick_trial & avg & cosine & 0.70310
local & idf & freq & ost & fstx & 200d & sick_trial & sum & cosine & 0.70310
local & idf & freq & ost & fstx & 200d & sick_trial & avg & cosine & 0.70310
local & idf & binary & ost & fstx & 200d & sick_trial & sum & cosine & 0.70310
local & idf & binary & ost & fstx & 200d & sick_trial & avg & cosine & 0.70310
local & tfidf & sublinear & ost & fstx & 200d & sick_trial & sum & cosine & 0.70257
local & tfidf & sublinear & ost & fstx & 200d & sick_trial & avg & cosine & 0.70257
local & tfidf & freq & ost & fstx & 200d & sick_trial & sum & cosine & 0.70245
local & tfidf & freq & ost & fstx & 200d & sick_trial & avg & cosine & 0.70245
local & tfidf & freq & wst & w2v & 300d & sick_trial & sum & cosine & 0.70170
local & tfidf & freq & wst & w2v & 300d & sick_trial & avg & cosine & 0.70170
local & tfidf & sublinear & wst & w2v & 300d & sick_trial & sum & cosine & 0.70152
local & tfidf & sublinear & wst & w2v & 300d & sick_trial & avg & cosine & 0.70152
local & tfidf & binary & ost & glove & 300d & sick_trial & sum & cosine & 0.70106
local & tfidf & binary & ost & glove & 300d & sick_trial & avg & cosine & 0.70106
local & idf & sublinear & ost & glove & 300d & sick_trial & sum & cosine & 0.70106
local & idf & sublinear & ost & glove & 300d & sick_trial & avg & cosine & 0.70106
local & idf & freq & ost & glove & 300d & sick_trial & sum & cosine & 0.70106
local & idf & freq & ost & glove & 300d & sick_trial & avg & cosine & 0.70106
local & idf & binary & ost & glove & 300d & sick_trial & sum & cosine & 0.70106
local & idf & binary & ost & glove & 300d & sick_trial & avg & cosine & 0.70106
local & tfidf & sublinear & ost & glove & 300d & sick_trial & sum & cosine & 0.70071
local & tfidf & sublinear & ost & glove & 300d & sick_trial & avg & cosine & 0.70071
local & tfidf & freq & ost & glove & 300d & sick_trial & sum & cosine & 0.70061
local & tfidf & freq & ost & glove & 300d & sick_trial & avg & cosine & 0.70061
local & tfidf & binary & wst & w2v & 300d & sick_trial & sum & cosine & 0.70059
local & tfidf & binary & wst & w2v & 300d & sick_trial & avg & cosine & 0.70059
local & idf & sublinear & wst & w2v & 300d & sick_trial & sum & cosine & 0.70059
local & idf & sublinear & wst & w2v & 300d & sick_trial & avg & cosine & 0.70059
local & idf & freq & wst & w2v & 300d & sick_trial & sum & cosine & 0.70059
local & idf & freq & wst & w2v & 300d & sick_trial & avg & cosine & 0.70059
local & idf & binary & wst & w2v & 300d & sick_trial & sum & cosine & 0.70059
local & idf & binary & wst & w2v & 300d & sick_trial & avg & cosine & 0.70059
local & tfidf & binary & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69842
local & tfidf & binary & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69842
local & idf & sublinear & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69842
local & idf & sublinear & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69842
local & idf & freq & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69842
local & idf & freq & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69842
local & idf & binary & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69842
local & idf & binary & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69842
local & tfidf & sublinear & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69816
local & tfidf & sublinear & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69816
local & tfidf & freq & wst & fstx & 100d & sick_trial & sum & cosine & 0.69812
local & tfidf & freq & wst & fstx & 100d & sick_trial & avg & cosine & 0.69812
local & tfidf & freq & wst & fstx & 1000d & sick_trial & sum & cosine & 0.69800
local & tfidf & freq & wst & fstx & 1000d & sick_trial & avg & cosine & 0.69800
local & tfidf & sublinear & wst & fstx & 100d & sick_trial & sum & cosine & 0.69793
local & tfidf & sublinear & wst & fstx & 100d & sick_trial & avg & cosine & 0.69793
local & tfidf & binary & wst & glove & 300d & sick_trial & sum & cosine & 0.69786
local & tfidf & binary & wst & glove & 300d & sick_trial & avg & cosine & 0.69786
local & idf & sublinear & wst & glove & 300d & sick_trial & sum & cosine & 0.69786
local & idf & sublinear & wst & glove & 300d & sick_trial & avg & cosine & 0.69786
local & idf & freq & wst & glove & 300d & sick_trial & sum & cosine & 0.69786
local & idf & freq & wst & glove & 300d & sick_trial & avg & cosine & 0.69786
local & idf & binary & wst & glove & 300d & sick_trial & sum & cosine & 0.69786
local & idf & binary & wst & glove & 300d & sick_trial & avg & cosine & 0.69786
local & tfidf & freq & wst & w2v & 100d & sick_trial & sum & cosine & 0.69785
local & tfidf & freq & wst & w2v & 100d & sick_trial & avg & cosine & 0.69784
local & tfidf & sublinear & wst & w2v & 100d & sick_trial & sum & cosine & 0.69781
local & tfidf & sublinear & wst & w2v & 100d & sick_trial & avg & cosine & 0.69781
local & tfidf & sublinear & wst & glove & 300d & sick_trial & sum & cosine & 0.69751
local & tfidf & sublinear & wst & glove & 300d & sick_trial & avg & cosine & 0.69751
local & tfidf & binary & wst & w2v & 100d & sick_trial & sum & cosine & 0.69751
local & tfidf & binary & wst & w2v & 100d & sick_trial & avg & cosine & 0.69751
local & idf & sublinear & wst & w2v & 100d & sick_trial & sum & cosine & 0.69751
local & idf & sublinear & wst & w2v & 100d & sick_trial & avg & cosine & 0.69751
local & idf & freq & wst & w2v & 100d & sick_trial & sum & cosine & 0.69751
local & idf & freq & wst & w2v & 100d & sick_trial & avg & cosine & 0.69751
local & idf & binary & wst & w2v & 100d & sick_trial & sum & cosine & 0.69751
local & idf & binary & wst & w2v & 100d & sick_trial & avg & cosine & 0.69751
local & tfidf & freq & wst & glove & 300d & sick_trial & avg & cosine & 0.69740
local & tfidf & freq & wst & glove & 300d & sick_trial & sum & cosine & 0.69739
local & tfidf & binary & wst & fstx & 100d & sick_trial & sum & cosine & 0.69722
local & tfidf & binary & wst & fstx & 100d & sick_trial & avg & cosine & 0.69722
local & idf & sublinear & wst & fstx & 100d & sick_trial & sum & cosine & 0.69722
local & idf & sublinear & wst & fstx & 100d & sick_trial & avg & cosine & 0.69722
local & idf & freq & wst & fstx & 100d & sick_trial & sum & cosine & 0.69722
local & idf & freq & wst & fstx & 100d & sick_trial & avg & cosine & 0.69722
local & idf & binary & wst & fstx & 100d & sick_trial & sum & cosine & 0.69722
local & idf & binary & wst & fstx & 100d & sick_trial & avg & cosine & 0.69722
local & tfidf & binary & wst & fstx & 500d & sick_trial & sum & cosine & 0.69651
local & tfidf & binary & wst & fstx & 500d & sick_trial & avg & cosine & 0.69651
local & idf & sublinear & wst & fstx & 500d & sick_trial & sum & cosine & 0.69651
local & idf & sublinear & wst & fstx & 500d & sick_trial & avg & cosine & 0.69651
local & idf & freq & wst & fstx & 500d & sick_trial & sum & cosine & 0.69651
local & idf & freq & wst & fstx & 500d & sick_trial & avg & cosine & 0.69651
local & idf & binary & wst & fstx & 500d & sick_trial & sum & cosine & 0.69651
local & idf & binary & wst & fstx & 500d & sick_trial & avg & cosine & 0.69651
local & tfidf & sublinear & wst & fstx & 500d & sick_trial & sum & cosine & 0.69602
local & tfidf & sublinear & wst & fstx & 500d & sick_trial & avg & cosine & 0.69602
local & tfidf & freq & wst & fstx & 500d & sick_trial & sum & cosine & 0.69568
local & tfidf & freq & wst & fstx & 500d & sick_trial & avg & cosine & 0.69568
local & tfidf & freq & ost & w2v & 200d & sick_trial & sum & cosine & 0.69527
local & tfidf & freq & ost & w2v & 200d & sick_trial & avg & cosine & 0.69527
local & tfidf & sublinear & ost & w2v & 200d & sick_trial & sum & cosine & 0.69519
local & tfidf & sublinear & ost & w2v & 200d & sick_trial & avg & cosine & 0.69519
local & tfidf & binary & ost & w2v & 200d & sick_trial & sum & cosine & 0.69514
local & tfidf & binary & ost & w2v & 200d & sick_trial & avg & cosine & 0.69514
local & idf & sublinear & ost & w2v & 200d & sick_trial & sum & cosine & 0.69514
local & idf & sublinear & ost & w2v & 200d & sick_trial & avg & cosine & 0.69514
local & idf & freq & ost & w2v & 200d & sick_trial & sum & cosine & 0.69514
local & idf & freq & ost & w2v & 200d & sick_trial & avg & cosine & 0.69514
local & idf & binary & ost & w2v & 200d & sick_trial & sum & cosine & 0.69514
local & idf & binary & ost & w2v & 200d & sick_trial & avg & cosine & 0.69514
local & tfidf & binary & ost & w2v & 100d & sick_trial & sum & cosine & 0.69400
local & tfidf & binary & ost & w2v & 100d & sick_trial & avg & cosine & 0.69400
local & idf & sublinear & ost & w2v & 100d & sick_trial & sum & cosine & 0.69400
local & idf & freq & ost & w2v & 100d & sick_trial & sum & cosine & 0.69400
local & idf & binary & ost & w2v & 100d & sick_trial & sum & cosine & 0.69400
local & idf & sublinear & ost & w2v & 100d & sick_trial & avg & cosine & 0.69399
local & idf & freq & ost & w2v & 100d & sick_trial & avg & cosine & 0.69399
local & idf & binary & ost & w2v & 100d & sick_trial & avg & cosine & 0.69399
local & tfidf & binary & ost & fstx & 500d & sick_trial & sum & cosine & 0.69374
local & tfidf & binary & ost & fstx & 500d & sick_trial & avg & cosine & 0.69374
local & idf & sublinear & ost & fstx & 500d & sick_trial & sum & cosine & 0.69374
local & idf & sublinear & ost & fstx & 500d & sick_trial & avg & cosine & 0.69374
local & idf & freq & ost & fstx & 500d & sick_trial & sum & cosine & 0.69374
local & idf & freq & ost & fstx & 500d & sick_trial & avg & cosine & 0.69374
local & idf & binary & ost & fstx & 500d & sick_trial & sum & cosine & 0.69374
local & idf & binary & ost & fstx & 500d & sick_trial & avg & cosine & 0.69374
local & tfidf & sublinear & ost & w2v & 100d & sick_trial & sum & cosine & 0.69363
local & tfidf & sublinear & ost & w2v & 100d & sick_trial & avg & cosine & 0.69363
local & tfidf & freq & ost & w2v & 100d & sick_trial & sum & cosine & 0.69353
local & tfidf & freq & ost & w2v & 100d & sick_trial & avg & cosine & 0.69353
local & tfidf & sublinear & ost & fstx & 500d & sick_trial & sum & cosine & 0.69340
local & tfidf & sublinear & ost & fstx & 500d & sick_trial & avg & cosine & 0.69340
local & tfidf & freq & ost & fstx & 500d & sick_trial & sum & cosine & 0.69335
local & tfidf & freq & ost & fstx & 500d & sick_trial & avg & cosine & 0.69335
local & tfidf & binary & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69255
local & tfidf & binary & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69255
local & idf & sublinear & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69255
local & idf & sublinear & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69255
local & idf & freq & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69255
local & idf & freq & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69255
local & idf & binary & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69255
local & idf & binary & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69255
local & tfidf & binary & ost & fstx & 300d & sick_trial & sum & cosine & 0.69242
local & tfidf & binary & ost & fstx & 300d & sick_trial & avg & cosine & 0.69242
local & idf & sublinear & ost & fstx & 300d & sick_trial & sum & cosine & 0.69242
local & idf & sublinear & ost & fstx & 300d & sick_trial & avg & cosine & 0.69242
local & idf & freq & ost & fstx & 300d & sick_trial & sum & cosine & 0.69242
local & idf & freq & ost & fstx & 300d & sick_trial & avg & cosine & 0.69242
local & idf & binary & ost & fstx & 300d & sick_trial & sum & cosine & 0.69242
local & idf & binary & ost & fstx & 300d & sick_trial & avg & cosine & 0.69242
local & tfidf & sublinear & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69241
local & tfidf & sublinear & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69241
local & tfidf & freq & ost & fstx & 1000d & sick_trial & sum & cosine & 0.69239
local & tfidf & freq & ost & fstx & 1000d & sick_trial & avg & cosine & 0.69239
local & tfidf & sublinear & ost & fstx & 300d & sick_trial & sum & cosine & 0.69216
local & tfidf & sublinear & ost & fstx & 300d & sick_trial & avg & cosine & 0.69216
local & tfidf & freq & ost & fstx & 300d & sick_trial & sum & cosine & 0.69208
local & tfidf & freq & ost & fstx & 300d & sick_trial & avg & cosine & 0.69208
local & tfidf & binary & ost & w2v & 500d & sick_trial & sum & cosine & 0.68444
local & tfidf & binary & ost & w2v & 500d & sick_trial & avg & cosine & 0.68444
local & idf & sublinear & ost & w2v & 500d & sick_trial & sum & cosine & 0.68444
local & idf & sublinear & ost & w2v & 500d & sick_trial & avg & cosine & 0.68444
local & idf & freq & ost & w2v & 500d & sick_trial & sum & cosine & 0.68444
local & idf & freq & ost & w2v & 500d & sick_trial & avg & cosine & 0.68444
local & idf & binary & ost & w2v & 500d & sick_trial & sum & cosine & 0.68444
local & idf & binary & ost & w2v & 500d & sick_trial & avg & cosine & 0.68444
local & tfidf & sublinear & ost & w2v & 500d & sick_trial & sum & cosine & 0.68369
local & tfidf & sublinear & ost & w2v & 500d & sick_trial & avg & cosine & 0.68369
local & tfidf & binary & ost & fstx & 100d & sick_trial & sum & cosine & 0.68369
local & tfidf & binary & ost & fstx & 100d & sick_trial & avg & cosine & 0.68369
local & idf & sublinear & ost & fstx & 100d & sick_trial & sum & cosine & 0.68369
local & idf & sublinear & ost & fstx & 100d & sick_trial & avg & cosine & 0.68369
